customer_id,name,gender,start_date,end_date,membership_period,is_deleted,class_name,campaign_name,price,mean,median,max,min,routing_flg
HI598974,XXX,M,2015-05-01,,47,0,ナイト,通常,6000,5.083333333333333,5.0,7,3,1
GD214739,XXXX,M,2015-05-01,,47,0,オールタイム,通常,10500,5.416666666666667,5.0,8,3,1
OA557824,XXX,F,2015-05-01,,47,0,デイタイム,通常,7500,4.25,4.0,8,1,1
IK098074,XX,F,2015-05-01,,47,0,オールタイム,通常,10500,4.083333333333333,3.5,7,1,1
HD792156,XXXX,F,2015-05-01,,47,0,オールタイム,通常,10500,4.666666666666667,5.0,7,2,1
OA478509,XXXX,M,2015-05-01,,47,0,デイタイム,通常,7500,4.666666666666667,5.0,7,2,1
HI388582,XX,F,2015-05-01,,47,0,デイタイム,通常,7500,4.833333333333333,5.0,6,3,1
TS210661,XXX,M,2015-05-01,,47,0,オールタイム,通常,10500,4.833333333333333,4.5,8,3,1
TS837282,XXXXXX,F,2015-05-01,,47,0,オールタイム,通常,10500,5.583333333333333,5.5,8,3,1
OA758157,XXXX,M,2015-05-01,,47,0,オールタイム,通常,10500,4.0,4.0,6,2,1
OA790739,XXXX,M,2015-05-01,,47,0,オールタイム,通常,10500,4.833333333333333,5.0,7,3,1
AS734592,XX,F,2015-05-01,,47,0,デイタイム,通常,7500,5.333333333333333,6.0,8,2,1
GD022268,XXX,M,2015-05-01,,47,0,デイタイム,通常,7500,4.166666666666667,5.0,7,1,1
IK059803,XXXXX,F,2015-05-01,,47,0,デイタイム,通常,7500,4.25,4.0,6,3,1
TS487207,XX,M,2015-05-01,,47,0,オールタイム,通常,10500,4.0,4.0,6,2,1
OA994859,XXXXX,F,2015-05-01,,47,0,オールタイム,通常,10500,5.5,5.0,9,3,1
PL221419,XXXX,M,2015-05-01,,47,0,デイタイム,通常,7500,5.5,5.5,9,3,1
HI570349,XXXXX,F,2015-05-01,,47,0,オールタイム,通常,10500,4.916666666666667,5.0,7,2,1
TS945284,XXX,M,2015-05-01,,47,0,ナイト,通常,6000,4.583333333333333,4.5,7,3,1
PL152568,XXXXX,F,2015-05-01,,47,0,ナイト,通常,6000,4.666666666666667,5.0,8,2,1
GD967749,XXXX,F,2015-05-01,,47,0,オールタイム,通常,10500,4.666666666666667,4.5,8,3,1
HI635742,XXXXXX,F,2015-05-01,,47,0,デイタイム,通常,7500,4.416666666666667,4.5,6,2,1
AS970810,XXXXX,F,2015-05-01,,47,0,ナイト,通常,6000,4.333333333333333,4.0,6,2,1
GD163149,XXXXX,M,2015-05-01,,47,0,ナイト,通常,6000,4.916666666666667,5.0,8,2,1
HD124700,XXXX,M,2015-05-01,,47,0,オールタイム,通常,10500,4.5,4.0,8,2,1
HD349501,XX,F,2015-05-01,,47,0,オールタイム,通常,10500,4.833333333333333,5.0,8,1,1
GD126553,XXX,M,2015-05-01,,47,0,オールタイム,通常,10500,5.333333333333333,5.0,8,3,1
AS926104,XXXX,F,2015-05-01,,47,0,ナイト,通常,6000,4.416666666666667,4.5,6,3,1
GD360440,XXXXXX,M,2015-05-01,,47,0,ナイト,通常,6000,4.5,5.0,6,1,1
IK701555,XXXXX,F,2015-05-01,,47,0,デイタイム,通常,7500,4.75,5.0,6,1,1
AS777651,XXXXX,M,2015-05-01,,47,0,オールタイム,通常,10500,4.166666666666667,3.5,7,2,1
PL241896,XXXX,F,2015-05-01,,47,0,ナイト,通常,6000,4.333333333333333,4.0,7,2,1
PL920046,XXXXX,F,2015-05-01,,47,0,デイタイム,通常,7500,4.333333333333333,4.0,8,2,1
PL367795,XXXX,F,2015-06-01,,46,0,オールタイム,通常,10500,3.4166666666666665,4.0,7,1,1
HI324110,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,3.4166666666666665,3.0,7,1,1
OA630902,XXXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.666666666666667,5.0,8,3,1
GD292781,XXXX,F,2015-06-01,,46,0,デイタイム,通常,7500,4.666666666666667,5.0,7,2,1
PL912172,XXXXXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.5,4.5,7,2,1
HI582217,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.666666666666667,4.5,7,3,1
TS038130,XXXXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.75,5.0,7,2,1
TS200932,XXX,F,2015-06-01,,46,0,オールタイム,通常,10500,4.916666666666667,5.0,7,2,1
GD728611,XXXXX,F,2015-06-01,,46,0,デイタイム,通常,7500,3.8333333333333335,3.5,6,1,1
HI525851,XXXXXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.833333333333333,4.5,8,2,1
PL540895,XXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.666666666666667,4.5,7,2,1
PL410964,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.25,4.0,7,1,1
HI728364,XXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.25,4.0,7,2,1
HI373547,XXXXX,F,2015-06-01,,46,0,オールタイム,通常,10500,4.0,3.0,8,2,1
GD489678,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.75,4.5,9,2,1
OA504016,XXXXX,M,2015-06-01,,46,0,ナイト,通常,6000,3.8333333333333335,4.0,6,2,1
IK124414,XXXXX,M,2015-06-01,,46,0,ナイト,通常,6000,5.083333333333333,5.0,8,4,1
IK351897,XXXXX,M,2015-06-01,,46,0,デイタイム,通常,7500,4.333333333333333,4.0,8,2,1
TS273269,XXXX,M,2015-06-01,,46,0,ナイト,通常,6000,3.1666666666666665,3.5,5,1,1
IK055692,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,5.666666666666667,5.5,7,5,1
TS035920,XXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.75,5.0,7,2,1
GD555235,XXXXX,F,2015-06-01,,46,0,ナイト,通常,6000,4.333333333333333,4.5,7,1,1
AS099984,XXX,F,2015-06-01,,46,0,オールタイム,通常,10500,4.5,4.5,7,2,1
TS471939,XXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.916666666666667,5.0,7,3,1
OA931227,XXX,F,2015-06-01,,46,0,デイタイム,通常,7500,4.5,5.0,6,3,1
HD455858,XXXXXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.916666666666667,5.0,7,3,1
PL487301,XXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.583333333333333,5.0,6,1,1
GD813654,XXXXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.5,5.0,8,1,1
HD378274,XXXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.333333333333333,4.5,6,2,1
OA236156,XXXXX,F,2015-06-01,,46,0,オールタイム,通常,10500,4.083333333333333,3.5,8,2,1
PL889178,XXXXXX,F,2015-06-01,,46,0,デイタイム,通常,7500,3.75,4.0,5,1,1
OA776086,XXX,F,2015-06-01,,46,0,ナイト,通常,6000,3.5,3.5,5,2,1
AS677821,XXXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,3.9166666666666665,4.0,6,2,1
OA818666,XXXX,F,2015-06-01,,46,0,デイタイム,通常,7500,5.083333333333333,4.0,9,3,1
PL342449,XX,F,2015-06-01,,46,0,デイタイム,通常,7500,4.166666666666667,4.0,7,1,1
PL825454,XXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.416666666666667,4.0,7,3,1
TS437647,XXXXXX,M,2015-06-01,,46,0,デイタイム,通常,7500,4.666666666666667,5.0,8,1,1
HI146430,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.583333333333333,5.0,8,1,1
GD437531,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.416666666666667,4.5,7,1,1
OA103624,XXX,M,2015-06-01,,46,0,オールタイム,通常,10500,5.166666666666667,5.0,8,3,1
OA933190,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.583333333333333,4.5,7,3,1
IK624416,XXXXX,F,2015-06-01,,46,0,ナイト,通常,6000,4.083333333333333,4.0,7,3,1
GD212992,XXXX,F,2015-06-01,,46,0,ナイト,通常,6000,5.25,5.0,9,3,1
IK999272,XXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,3.9166666666666665,4.0,5,2,1
GD163914,XXXXXX,F,2015-06-01,,46,0,オールタイム,通常,10500,3.8333333333333335,4.0,5,1,1
PL400479,XXXX,F,2015-06-01,,46,0,ナイト,通常,6000,4.166666666666667,4.0,6,2,1
PL942936,XXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.583333333333333,5.0,6,3,1
IK006139,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,5.333333333333333,5.0,8,3,1
IK902787,XXXXX,F,2015-06-01,,46,0,オールタイム,通常,10500,4.083333333333333,4.5,6,2,1
PL815569,XXXX,F,2015-06-01,,46,0,デイタイム,通常,7500,4.25,4.5,6,2,1
HI216184,XXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.0,4.0,7,2,1
HI965956,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.666666666666667,5.0,6,3,1
OA225076,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.333333333333333,4.5,7,1,1
TS106731,XXXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.416666666666667,5.0,7,2,1
HI228454,XXXXX,F,2015-06-01,,46,0,デイタイム,通常,7500,4.583333333333333,4.0,8,2,1
HI900494,XX,M,2015-06-01,,46,0,ナイト,通常,6000,5.75,6.0,8,3,1
PL456313,XXXXX,F,2015-06-01,,46,0,オールタイム,通常,10500,3.75,3.5,8,1,1
PL779242,XXXX,F,2015-06-01,,46,0,オールタイム,通常,10500,4.5,4.0,6,3,1
TS959961,XXXXXX,F,2015-06-01,,46,0,ナイト,通常,6000,5.0,5.0,7,3,1
AS099118,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.5,5.0,6,1,1
IK331136,XXXXXX,F,2015-06-01,,46,0,デイタイム,通常,7500,4.416666666666667,4.0,6,2,1
AS834706,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.75,5.0,7,3,1
TS179365,XXXXX,M,2015-06-01,,46,0,ナイト,通常,6000,3.9166666666666665,4.0,6,2,1
AS614421,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,5.083333333333333,5.5,7,3,1
OA747936,XXXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,5.25,5.0,8,3,1
PL494564,XXX,M,2015-06-01,,46,0,ナイト,通常,6000,4.416666666666667,4.0,7,3,1
AS299544,XXXX,M,2015-06-01,,46,0,オールタイム,通常,10500,4.083333333333333,4.0,6,2,1
OA261861,XXXX,M,2015-06-01,,46,0,デイタイム,通常,7500,5.416666666666667,5.5,8,1,1
HD120698,XXXXX,F,2015-06-01,,46,0,オールタイム,通常,10500,4.833333333333333,5.0,7,3,1
HI328204,XX,F,2015-07-01,,45,0,デイタイム,通常,7500,5.083333333333333,5.5,8,2,1
IK695797,XXXX,M,2015-07-01,,45,0,デイタイム,通常,7500,3.8333333333333335,4.5,6,1,1
HI778223,XX,M,2015-07-01,,45,0,ナイト,通常,6000,4.25,4.5,7,2,1
GD235669,XXX,F,2015-07-01,,45,0,オールタイム,通常,10500,4.666666666666667,4.5,7,2,1
AS637476,XX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.25,4.5,5,3,1
AS171994,XXX,M,2015-07-01,,45,0,ナイト,通常,6000,4.583333333333333,5.0,6,3,1
PL245159,XXXXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.416666666666667,5.0,7,2,1
GD470986,XXX,M,2015-07-01,,45,0,ナイト,通常,6000,4.083333333333333,4.5,6,1,1
HD287652,XX,M,2015-07-01,,45,0,ナイト,通常,6000,4.333333333333333,4.0,6,3,1
AS933597,XXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,3.9166666666666665,3.5,8,1,1
PL787344,XXXX,F,2015-07-01,,45,0,デイタイム,通常,7500,3.3333333333333335,3.0,6,1,1
IK313475,XXXX,M,2015-07-01,,45,0,ナイト,通常,6000,5.583333333333333,5.5,7,3,1
OA986961,XXX,F,2015-07-01,,45,0,オールタイム,通常,10500,4.666666666666667,4.0,8,3,1
OA266742,XXXXX,M,2015-07-01,,45,0,デイタイム,通常,7500,5.583333333333333,5.5,8,3,1
IK461411,XXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.833333333333333,5.0,7,2,1
TS244750,XXXXXX,F,2015-07-01,,45,0,オールタイム,通常,10500,4.75,4.0,7,3,1
OA753193,XXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.666666666666667,5.0,8,2,1
GD084870,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.166666666666667,4.5,6,2,1
HD453390,XXXX,M,2015-07-01,,45,0,ナイト,通常,6000,4.0,4.0,7,2,1
GD138948,XXXXX,F,2015-07-01,,45,0,ナイト,通常,6000,4.916666666666667,5.0,8,1,1
TS673226,XXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.75,4.0,8,3,1
IK357051,XXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.25,4.0,8,2,1
HI859298,XXXXX,M,2015-07-01,,45,0,ナイト,通常,6000,3.8333333333333335,4.0,5,1,1
AS065870,XXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.666666666666667,4.0,8,3,1
GD700613,XXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.0,4.0,7,2,1
TS554037,XXXXXX,F,2015-07-01,,45,0,ナイト,通常,6000,4.833333333333333,5.0,7,2,1
PL827485,XXX,F,2015-07-01,,45,0,オールタイム,通常,10500,4.416666666666667,4.0,8,1,1
AS828426,XXX,M,2015-07-01,,45,0,ナイト,通常,6000,4.166666666666667,4.0,6,1,1
GD009242,XXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.75,5.0,7,2,1
HI092194,XXXXX,F,2015-07-01,,45,0,オールタイム,通常,10500,4.833333333333333,4.5,9,3,1
PL812388,XXXXX,M,2015-07-01,,45,0,ナイト,通常,6000,4.416666666666667,5.0,7,2,1
OA025439,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.583333333333333,4.0,8,2,1
TS023216,XXXXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.25,4.0,8,1,1
TS440617,XXXXXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.666666666666667,5.0,7,2,1
HI525283,XXXXXX,F,2015-07-01,,45,0,ナイト,通常,6000,4.833333333333333,5.0,6,4,1
GD812702,XXXXX,F,2015-07-01,,45,0,オールタイム,通常,10500,4.416666666666667,5.0,7,1,1
IK560941,XXXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.666666666666667,5.0,6,3,1
GD914874,XXX,F,2015-07-01,,45,0,ナイト,通常,6000,4.666666666666667,4.0,8,3,1
AS726714,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.333333333333333,4.5,6,2,1
HI639424,XXXXX,M,2015-07-01,,45,0,ナイト,通常,6000,4.833333333333333,5.5,8,1,1
OA310354,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.5,5.0,7,3,1
HI720107,XXXXX,F,2015-07-01,,45,0,デイタイム,通常,7500,4.583333333333333,5.0,7,1,1
HD296157,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.25,4.0,7,2,1
AS015315,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.833333333333333,5.0,7,3,1
HD625027,XXXX,M,2015-07-01,,45,0,ナイト,通常,6000,4.75,5.0,8,3,1
HI323901,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.833333333333333,5.0,7,3,1
TS614929,XXXXX,F,2015-07-01,,45,0,ナイト,通常,6000,4.416666666666667,4.5,6,3,1
AS868124,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.916666666666667,5.5,7,2,1
HI499195,XXXX,F,2015-07-01,,45,0,デイタイム,通常,7500,3.6666666666666665,3.0,7,2,1
PL445190,XXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,3.8333333333333335,4.0,5,2,1
PL117922,XXXX,F,2015-07-01,,45,0,デイタイム,通常,7500,3.9166666666666665,3.0,7,1,1
GD837157,XXXXXX,F,2015-07-01,,45,0,オールタイム,通常,10500,5.416666666666667,6.0,7,2,1
OA375487,XXXXXX,M,2015-07-01,,45,0,オールタイム,通常,10500,4.083333333333333,4.5,6,1,1
PL863573,XXXXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,5.166666666666667,5.0,8,3,1
IK155697,XXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.25,5.0,6,1,1
AS132988,XXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,5.333333333333333,5.5,7,2,1
HI708658,XXX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.166666666666667,4.0,7,1,1
TS223691,XXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.083333333333333,4.0,6,2,1
OA823412,XXX,M,2015-08-01,,44,0,オールタイム,通常,10500,5.5,6.0,8,3,1
OA545809,XXXXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.333333333333333,4.0,6,3,1
AS386696,XX,F,2015-08-01,,44,0,デイタイム,通常,7500,4.0,4.0,6,2,1
IK219142,XXXX,M,2015-08-01,,44,0,ナイト,通常,6000,4.75,4.5,7,2,1
HI428108,XXXXX,F,2015-08-01,,44,0,デイタイム,通常,7500,5.0,5.0,8,3,1
TS803730,XXXXX,M,2015-08-01,,44,0,ナイト,通常,6000,4.75,5.0,6,3,1
GD266112,XXX,M,2015-08-01,,44,0,ナイト,通常,6000,3.75,4.0,6,2,1
GD687485,XXXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.916666666666667,5.0,7,2,1
TS861244,XXXXX,F,2015-08-01,,44,0,デイタイム,通常,7500,4.5,4.0,7,3,1
OA313854,XXXXX,M,2015-08-01,,44,0,ナイト,通常,6000,3.75,3.5,7,1,1
PL101549,XX,M,2015-08-01,,44,0,ナイト,通常,6000,4.75,4.5,7,3,1
OA484479,XXXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.166666666666667,5.0,6,1,1
HI978590,XXXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,5.166666666666667,5.0,9,3,1
HD405727,XX,M,2015-08-01,,44,0,オールタイム,通常,10500,3.5833333333333335,4.0,5,1,1
HD145501,XXXX,M,2015-08-01,,44,0,ナイト,通常,6000,4.916666666666667,5.0,7,3,1
HI920533,XX,M,2015-08-01,,44,0,ナイト,通常,6000,5.0,5.5,8,2,1
TS386881,XXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.416666666666667,4.5,6,1,1
TS864496,XXXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.583333333333333,4.0,8,2,1
OA278526,XXXXX,F,2015-08-01,,44,0,デイタイム,通常,7500,4.916666666666667,5.0,6,3,1
GD639344,XXXXX,F,2015-08-01,,44,0,デイタイム,通常,7500,3.8333333333333335,4.5,5,2,1
HD862235,XXXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.166666666666667,4.0,6,1,1
HI531972,XXXXX,M,2015-08-01,,44,0,ナイト,通常,6000,4.083333333333333,4.0,7,1,1
OA368057,XXXXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,3.5833333333333335,4.0,6,2,1
TS675030,XXXX,M,2015-08-01,,44,0,ナイト,通常,6000,4.833333333333333,5.0,9,2,1
OA085890,XXXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,3.9166666666666665,4.0,6,2,1
PL876202,XXX,F,2015-08-01,,44,0,デイタイム,通常,7500,4.166666666666667,4.0,7,2,1
OA250167,XXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.166666666666667,4.0,7,2,1
TS357089,XXXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.416666666666667,4.5,6,2,1
OA869136,XX,F,2015-08-01,,44,0,デイタイム,通常,7500,4.083333333333333,4.0,6,3,1
TS147383,XXXXX,F,2015-08-01,,44,0,ナイト,通常,6000,3.75,4.0,5,1,1
AS875048,XXXXX,M,2015-08-01,,44,0,ナイト,通常,6000,5.166666666666667,5.0,8,3,1
GD687670,XXXX,M,2015-08-01,,44,0,ナイト,通常,6000,4.333333333333333,4.5,7,2,1
IK787243,XX,M,2015-08-01,,44,0,ナイト,通常,6000,4.333333333333333,5.0,6,2,1
AS092144,XX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.333333333333333,4.0,8,1,1
IK446815,XXXX,M,2015-08-01,,44,0,ナイト,通常,6000,5.333333333333333,5.5,9,2,1
TS085215,XXXXX,M,2015-08-01,,44,0,ナイト,通常,6000,5.25,5.0,7,2,1
PL652437,XXXX,F,2015-08-01,,44,0,デイタイム,通常,7500,4.833333333333333,5.0,7,2,1
HI929904,XXXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.416666666666667,4.0,6,3,1
HD733934,XXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.666666666666667,5.0,7,2,1
IK516841,XXXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.583333333333333,5.0,6,3,1
HI072340,XXXXX,F,2015-08-01,,44,0,デイタイム,通常,7500,5.083333333333333,4.5,9,3,1
HI963277,XXX,M,2015-08-01,,44,0,ナイト,通常,6000,3.8333333333333335,4.0,6,2,1
IK248737,XXXXXX,F,2015-08-01,,44,0,デイタイム,通常,7500,4.0,4.0,6,2,1
OA955085,XXXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.5,4.0,8,2,1
GD257904,XXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.75,4.0,7,3,1
HI184733,XXXXX,M,2015-08-01,,44,0,オールタイム,通常,10500,4.416666666666667,4.0,6,3,1
HI969840,XXXXX,F,2015-08-01,,44,0,オールタイム,通常,10500,4.75,4.5,7,3,1
IK569155,XXXXXX,M,2015-08-01,,44,0,デイタイム,通常,7500,4.916666666666667,4.5,8,1,1
OA255039,XXXXXX,M,2015-09-01,,43,0,オールタイム,通常,10500,4.833333333333333,5.0,7,3,1
TS621030,XXXX,F,2015-09-01,,43,0,デイタイム,通常,7500,3.9166666666666665,4.0,5,2,1
TS364512,XXXX,M,2015-09-01,,43,0,ナイト,通常,6000,5.25,5.0,8,2,1
OA427079,XXXX,M,2015-09-01,,43,0,ナイト,通常,6000,3.8333333333333335,4.0,6,2,1
IK986011,XXXX,F,2015-09-01,,43,0,デイタイム,通常,7500,4.833333333333333,5.0,6,1,1
AS124354,XXXX,M,2015-09-01,,43,0,ナイト,通常,6000,4.583333333333333,4.0,7,3,1
HD867526,XXX,M,2015-09-01,,43,0,ナイト,通常,6000,4.25,4.5,7,2,1
HD379875,XXXX,M,2015-09-01,,43,0,オールタイム,通常,10500,4.833333333333333,4.5,7,3,1
AS736672,XXXX,F,2015-09-01,,43,0,オールタイム,通常,10500,4.583333333333333,5.0,6,1,1
OA285691,XXXXXX,M,2015-09-01,,43,0,オールタイム,通常,10500,5.416666666666667,5.0,7,3,1
PL634236,XXX,M,2015-09-01,,43,0,オールタイム,通常,10500,3.5833333333333335,3.0,7,1,1
IK051737,XXXX,F,2015-09-01,,43,0,オールタイム,通常,10500,4.5,4.5,7,2,1
OA628170,XXX,F,2015-09-01,,43,0,ナイト,通常,6000,4.666666666666667,5.0,8,1,1
IK018825,XXX,M,2015-09-01,,43,0,オールタイム,通常,10500,5.25,5.0,8,3,1
HI673538,XXXX,F,2015-09-01,,43,0,オールタイム,通常,10500,5.75,6.0,8,3,1
IK433428,XXXX,F,2015-09-01,,43,0,オールタイム,通常,10500,4.25,5.0,6,1,1
GD004422,XXXX,F,2015-09-01,,43,0,オールタイム,通常,10500,5.666666666666667,6.0,8,2,1
TS861788,XX,F,2015-09-01,,43,0,オールタイム,通常,10500,4.666666666666667,5.0,7,1,1
AS603613,XXXXX,F,2015-09-01,,43,0,デイタイム,通常,7500,4.75,4.0,8,3,1
TS161670,XXX,F,2015-09-01,,43,0,オールタイム,通常,10500,5.75,5.5,9,1,1
HD862369,XXX,M,2015-09-01,,43,0,ナイト,通常,6000,4.833333333333333,5.5,8,1,1
PL507166,XXX,M,2015-09-01,,43,0,オールタイム,通常,10500,4.083333333333333,4.0,7,3,1
HI003514,XXXXX,F,2015-09-01,,43,0,デイタイム,通常,7500,4.333333333333333,3.5,8,2,1
TS995299,XXXXXX,M,2015-09-01,,43,0,ナイト,通常,6000,4.5,4.5,7,2,1
PL753720,XXXX,F,2015-09-01,,43,0,オールタイム,通常,10500,4.333333333333333,4.0,7,2,1
